,city,city_code,control_type,elevation,location_type,project,sample_type,setting,station,surface,surface_material,traffic
haib17CEM4890_H75CGCCXY_SL263701,new_york_city,NYC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263702,new_york_city,NYC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263703,porto,POR,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263704,porto,POR,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263705,sacramento,SAC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263706,sacramento,SAC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263707,santiago,SCL,,,,,environmental_microbiome,,,railing,metal,
haib17CEM4890_H75CGCCXY_SL263708,santiago,SCL,,,,,environmental_microbiome,,,handrail,rubber,
haib17CEM4890_H75CGCCXY_SL263709,auckland,AKL,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263710,auckland,AKL,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263711,hamilton,HAM,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263712,hamilton,HAM,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263713,new_york_city,NYC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263714,new_york_city,NYC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263715,porto,POR,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263716,porto,POR,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263717,sacramento,SAC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263718,sacramento,SAC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263719,santiago,SCL,,,,,environmental_microbiome,,,railing,metal,
haib17CEM4890_H75CGCCXY_SL263720,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_H75CGCCXY_SL263721,auckland,AKL,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263722,auckland,AKL,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263723,hamilton,HAM,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263724,hamilton,HAM,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263725,new_york_city,NYC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263726,new_york_city,NYC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263727,porto,POR,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263728,porto,POR,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263729,sacramento,SAC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263730,sacramento,SAC,,,,,environmental_microbiome,,,,,
haib17CEM4890_H75CGCCXY_SL263731,santiago,SCL,,,,,environmental_microbiome,,,garbage can,metal,
haib17CEM4890_H75CGCCXY_SL263732,,,,,,,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273032,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273033,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273034,fairbanks,FAI,,,,,environmental_microbiome,,,purrell_box,plastic,
haib17CEM4890_H7KYMCCXY_SL273035,fairbanks,FAI,,,,,environmental_microbiome,,,family_restroom_sink_counter,marble,
haib17CEM4890_H7KYMCCXY_SL273036,fairbanks,FAI,,,,,environmental_microbiome,,,purrell_box,,
haib17CEM4890_H7KYMCCXY_SL273037,fairbanks,FAI,,,,,environmental_microbiome,,,getway_2_women's_restroom_sink,marble-like,
haib17CEM4890_H7KYMCCXY_SL273038,fairbanks,FAI,,,,,environmental_microbiome,,,men's_bathroom_near_gate_2_sink,plastic,
haib17CEM4890_H7KYMCCXY_SL273039,fairbanks,FAI,,,,,environmental_microbiome,,,escalator_to_exit,plastic,
haib17CEM4890_H7KYMCCXY_SL273040,fairbanks,FAI,,,,,environmental_microbiome,,,gate_4_delta_seat,faux leather,
haib17CEM4890_H7KYMCCXY_SL273041,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273042,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273043,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273044,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273045,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273046,fairbanks,FAI,,,,,environmental_microbiome,,,bench,wood,
haib17CEM4890_H7KYMCCXY_SL273047,fairbanks,FAI,,,,,environmental_microbiome,,,pole,,
haib17CEM4890_H7KYMCCXY_SL273048,fairbanks,FAI,,,,,environmental_microbiome,,,yellow_tape,,
haib17CEM4890_H7KYMCCXY_SL273049,fairbanks,FAI,,,,,environmental_microbiome,,,baggage_belt,metal,
haib17CEM4890_H7KYMCCXY_SL273050,fairbanks,FAI,,,,,environmental_microbiome,,,gate_1_pole,metal,
haib17CEM4890_H7KYMCCXY_SL273051,fairbanks,FAI,,,,,environmental_microbiome,,,bench_by_concourse_inside,wood,
haib17CEM4890_H7KYMCCXY_SL273052,berlin,BER,,,,CSD16,environmental_microbiome,,,,metal,
haib17CEM4890_H7KYMCCXY_SL273053,berlin,BER,,,,CSD16,environmental_microbiome,,,,metal,
haib17CEM4890_H7KYMCCXY_SL273054,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273055,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273056,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273057,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273058,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_seats_waiting_area,(faux?) leather,
haib17CEM4890_H7KYMCCXY_SL273059,fairbanks,FAI,,,,,environmental_microbiome,,,seat,,
haib17CEM4890_H7KYMCCXY_SL273060,fairbanks,FAI,,,,,environmental_microbiome,,,pole,,
haib17CEM4890_H7KYMCCXY_SL273061,fairbanks,FAI,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_H7KYMCCXY_SL273062,fairbanks,FAI,,,,,environmental_microbiome,,,star_bucks_table,wood,
haib17CEM4890_H7KYMCCXY_SL273063,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_pole,metal,
haib17CEM4890_H7KYMCCXY_SL273064,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273065,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273066,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273067,fairbanks,FAI,,,,,environmental_microbiome,,,women's_bathroom_(handicapped_stall)_seat,,
haib17CEM4890_H7KYMCCXY_SL273068,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273069,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273070,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_floor_(as_soon_as_step_out_of_plane),rubber,
haib17CEM4890_H7KYMCCXY_SL273071,fairbanks,FAI,,,,,environmental_microbiome,,,front_bar,,
haib17CEM4890_H7KYMCCXY_SL273072,fairbanks,FAI,,,,,environmental_microbiome,,,yellow_tape,,
haib17CEM4890_H7KYMCCXY_SL273073,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_wheelchair_seat,faux leather,
haib17CEM4890_H7KYMCCXY_SL273074,fairbanks,FAI,,,,,environmental_microbiome,,,star_bucks_chair,wood,
haib17CEM4890_H7KYMCCXY_SL273075,fairbanks,FAI,,,,,environmental_microbiome,,,"jetway_2_floor_by_plane_not_carpet,_black_matt",bmat,
haib17CEM4890_H7KYMCCXY_SL273076,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273077,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273078,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273079,fairbanks,FAI,,,,,environmental_microbiome,,,family_restroom_sink_counter,,
haib17CEM4890_H7KYMCCXY_SL273080,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273081,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273082,fairbanks,FAI,,,,,environmental_microbiome,,,in_front_of_gate_1_(by_seating_area),carpet,
haib17CEM4890_H7KYMCCXY_SL273083,fairbanks,FAI,,,,,environmental_microbiome,,,pole_(right_side_of_door),,
haib17CEM4890_H7KYMCCXY_SL273084,fairbanks,FAI,,,,,environmental_microbiome,,,bench,,
haib17CEM4890_H7KYMCCXY_SL273085,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_handrail,metal,
haib17CEM4890_H7KYMCCXY_SL273086,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_gate_4_handrail_near_plane,metal,
haib17CEM4890_H7KYMCCXY_SL273087,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_carpet_near_plane,carpet,
haib17CEM4890_H7KYMCCXY_SL273088,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273089,berlin,BER,,,,CSD16,environmental_microbiome,,,,metal,
haib17CEM4890_H7KYMCCXY_SL273090,berlin,BER,,,,CSD16,environmental_microbiome,,,,metal,
haib17CEM4890_H7KYMCCXY_SL273091,fairbanks,FAI,,,,,environmental_microbiome,,,family_restroom_floor,,
haib17CEM4890_H7KYMCCXY_SL273092,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273093,fairbanks,FAI,,,,,environmental_microbiome,,,plastic_bag_area,plastic,
haib17CEM4890_H7KYMCCXY_SL273094,fairbanks,FAI,,,,,environmental_microbiome,,,handrail_by_gate_1,metal,
haib17CEM4890_H7KYMCCXY_SL273095,fairbanks,FAI,,,,,environmental_microbiome,,,pole,,
haib17CEM4890_H7KYMCCXY_SL273096,fairbanks,FAI,,,,,environmental_microbiome,,,bench,,
haib17CEM4890_H7KYMCCXY_SL273097,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_wheelchair_foot,rubber,
haib17CEM4890_H7KYMCCXY_SL273098,fairbanks,FAI,,,,,environmental_microbiome,,,water_fountain_near_bathroom,metal,
haib17CEM4890_H7KYMCCXY_SL273099,fairbanks,FAI,,,,,environmental_microbiome,,,women's_rest_room_handicapped_seat_right_side,faux leather,
haib17CEM4890_H7KYMCCXY_SL273100,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273101,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273102,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273103,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_2_floor_(right_after_above_area),,
haib17CEM4890_H7KYMCCXY_SL273104,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273105,fairbanks,FAI,,,,,environmental_microbiome,,,floor,rubber,
haib17CEM4890_H7KYMCCXY_SL273106,fairbanks,FAI,,,,,environmental_microbiome,,,water_fountain_by_gate_2,metal,
haib17CEM4890_H7KYMCCXY_SL273107,fairbanks,FAI,,,,,environmental_microbiome,,,front_bar,,
haib17CEM4890_H7KYMCCXY_SL273108,fairbanks,FAI,,,,,environmental_microbiome,,,bench,,
haib17CEM4890_H7KYMCCXY_SL273109,fairbanks,FAI,,,,,environmental_microbiome,,,star_bucks_seat_from_chair,wood,
haib17CEM4890_H7KYMCCXY_SL273110,fairbanks,FAI,,,,,environmental_microbiome,,,seat_in_front_of_jetway_1,faux leather,
haib17CEM4890_H7KYMCCXY_SL273111,fairbanks,FAI,,,,,environmental_microbiome,,,women's_rest_room_flush_handle,metal,
haib17CEM4890_H7KYMCCXY_SL273112,berlin,BER,,,,CSD16,environmental_microbiome,,,,metal,
haib17CEM4890_H7KYMCCXY_SL273113,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273114,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273115,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_1_floor_(as_soon_as_step_out_of_plane),,
haib17CEM4890_H7KYMCCXY_SL273116,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273117,fairbanks,FAI,,,,,environmental_microbiome,,,yellow_tape,plastic,
haib17CEM4890_H7KYMCCXY_SL273118,fairbanks,FAI,,,,,environmental_microbiome,,,women's_bathroom_(wash_basin)_and_sink_counter,metal and marble,
haib17CEM4890_H7KYMCCXY_SL273119,fairbanks,FAI,,,,,environmental_microbiome,,,front_bar,,
haib17CEM4890_H7KYMCCXY_SL273120,fairbanks,FAI,,,,,environmental_microbiome,,,pole,,
haib17CEM4890_H7KYMCCXY_SL273121,fairbanks,FAI,,,,,environmental_microbiome,,,men's_bathroom_near_gate_2_toilet_seat,plastic,
haib17CEM4890_H7KYMCCXY_SL273122,fairbanks,FAI,,,,,environmental_microbiome,,,jetway_gate_4_near_plane,carpet,
haib17CEM4890_H7KYMCCXY_SL273123,fairbanks,FAI,,,,,environmental_microbiome,,,gate_4_delta_floor,rubber,
haib17CEM4890_H7KYMCCXY_SL273124,berlin,BER,,,,CSD16,environmental_microbiome,,,,plastic,
haib17CEM4890_H7KYMCCXY_SL273125,berlin,BER,,,,CSD16,environmental_microbiome,,,,wood,
haib17CEM4890_H7KYMCCXY_SL273126,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_H7KYMCCXY_SL273127,fairbanks,FAI,,,,,environmental_microbiome,,,seat,fabric,
haib17CEM4890_HKC32ALXX_SL254673,santiago,SCL,,,,,environmental_microbiome,,,seat,metal,
haib17CEM4890_HKC32ALXX_SL254674,santiago,SCL,,,,,,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254675,bogota,BOG,,,,,environmental_microbiome,,,,stainless steel,
haib17CEM4890_HKC32ALXX_SL254676,bogota,BOG,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254677,tokyo,TOK,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254678,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254679,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254680,ilorin,ILR,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254681,ilorin,ILR,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254682,ilorin,ILR,,,,,,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254683,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254684,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254685,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254686,santiago,SCL,,,,,environmental_microbiome,,,door,metal,
haib17CEM4890_HKC32ALXX_SL254687,bogota,BOG,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254688,bogota,BOG,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254689,tokyo,TOK,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254690,tokyo,TOK,,,,,environmental_microbiome,,,,other,
haib17CEM4890_HKC32ALXX_SL254691,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254692,ilorin,ILR,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254693,ilorin,ILR,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254694,ilorin,ILR,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254695,berlin,BER,,,,CSD16,,,,,,
haib17CEM4890_HKC32ALXX_SL254696,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254697,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254698,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254699,bogota,BOG,,,,,environmental_microbiome,,,,stainless steel,
haib17CEM4890_HKC32ALXX_SL254700,bogota,BOG,,,,,environmental_microbiome,,,,glass,
haib17CEM4890_HKC32ALXX_SL254701,tokyo,TOK,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254702,tokyo,TOK,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254703,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254704,ilorin,ILR,,,,,,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254705,ilorin,ILR,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254706,ilorin,ILR,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254707,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254708,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254709,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254710,bogota,BOG,,,,,,,,,,
haib17CEM4890_HKC32ALXX_SL254711,bogota,BOG,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254712,bogota,BOG,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254713,tokyo,TOK,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254714,tokyo,TOK,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254715,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254716,ilorin,ILR,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254717,ilorin,ILR,,,,,environmental_microbiome,,,,leather,
haib17CEM4890_HKC32ALXX_SL254718,ilorin,ILR,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254719,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254720,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254721,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254722,bogota,BOG,,,,,environmental_microbiome,,,,stainless steel,
haib17CEM4890_HKC32ALXX_SL254723,bogota,BOG,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254724,bogota,BOG,,,,,,,,,,
haib17CEM4890_HKC32ALXX_SL254725,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254726,tokyo,TOK,,,,,environmental_microbiome,,,,vinyl,
haib17CEM4890_HKC32ALXX_SL254727,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254728,ilorin,ILR,,,,,environmental_microbiome,,,,rubber,
haib17CEM4890_HKC32ALXX_SL254729,ilorin,ILR,,,,,,,,,,
haib17CEM4890_HKC32ALXX_SL254730,ilorin,ILR,,,,,,,,,wood,
haib17CEM4890_HKC32ALXX_SL254731,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254732,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254733,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254734,bogota,BOG,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254735,bogota,BOG,,,,,,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254736,bogota,BOG,,,,,,,,,,
haib17CEM4890_HKC32ALXX_SL254737,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254738,tokyo,TOK,,,,,environmental_microbiome,,,,other,
haib17CEM4890_HKC32ALXX_SL254739,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254740,ilorin,ILR,,,,,environmental_microbiome,,,,other,
haib17CEM4890_HKC32ALXX_SL254741,ilorin,ILR,,,,,,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254742,ilorin,ILR,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254743,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254744,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254745,santiago,SCL,,,,,environmental_microbiome,,,handrail,metal,
haib17CEM4890_HKC32ALXX_SL254746,bogota,BOG,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254747,bogota,BOG,,,,,environmental_microbiome,,,,glass,
haib17CEM4890_HKC32ALXX_SL254748,tokyo,TOK,,,,,,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254749,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254750,tokyo,TOK,,,,,environmental_microbiome,,,,other,
haib17CEM4890_HKC32ALXX_SL254751,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254752,ilorin,ILR,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254753,ilorin,ILR,,,,,,,,,,
haib17CEM4890_HKC32ALXX_SL254754,ilorin,ILR,,,,,,,,,metal,
haib17CEM4890_HKC32ALXX_SL254755,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254756,berlin,BER,,,,CSD16,,,,,,
haib17CEM4890_HKC32ALXX_SL254757,santiago,SCL,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254758,bogota,BOG,,,,,environmental_microbiome,,,,glass,
haib17CEM4890_HKC32ALXX_SL254759,bogota,BOG,,,,,environmental_microbiome,,,,stainless steel,
haib17CEM4890_HKC32ALXX_SL254760,tokyo,TOK,,,,,environmental_microbiome,,,,plastic,
haib17CEM4890_HKC32ALXX_SL254761,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254762,tokyo,TOK,,,,,environmental_microbiome,,,,wood,
haib17CEM4890_HKC32ALXX_SL254763,ilorin,ILR,,,,,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254764,ilorin,ILR,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254765,ilorin,ILR,,,,,environmental_microbiome,,,,metal,
haib17CEM4890_HKC32ALXX_SL254766,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254767,berlin,BER,,,,CSD16,environmental_microbiome,,,,,
haib17CEM4890_HKC32ALXX_SL254768,berlin,BER,,,,CSD16,,,,,,
haib17CEM4890_HMCMJCCXY_SL335772,fairbanks,FAI,,,,,,,,jetway_2_floor_(as_soon_as_step_out_of_plane),,
haib17CEM4890_HMCMJCCXY_SL335773,fairbanks,FAI,,,,,,,,starbucks_chair,,
haib17CEM4890_HMCMJCCXY_SL335774,fairbanks,FAI,,,,,,,,family_restroom_wooden_bench_(prob_used_for_bags_or_to_sit_kids),,
haib17CEM4890_HMCMJCCXY_SL335775,fairbanks,FAI,,,,,,,,jetway_1_seats_waiting_area,,
haib17CEM4890_HMCMJCCXY_SL335776,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335777,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335778,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335779,new_york_city,NYC,,,,,,,,kiosk,stainless steel,
haib17CEM4890_HMCMJCCXY_SL335780,new_york_city,NYC,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335781,new_york_city,NYC,,,,,,,,kiosk,stainless steel,
haib17CEM4890_HMCMJCCXY_SL335782,new_york_city,NYC,,,,,,,,kiosk,,
haib17CEM4890_HMCMJCCXY_SL335783,new_york_city,NYC,,,,,,,,railing,metal,
haib17CEM4890_HMCMJCCXY_SL335784,fairbanks,FAI,,,,,,,,jetway_2_floor_(as_soon_as_step_out_of_plane),,
haib17CEM4890_HMCMJCCXY_SL335785,fairbanks,FAI,,,,,,,,starbucks_chair,,
haib17CEM4890_HMCMJCCXY_SL335786,fairbanks,FAI,,,,,,,,men's_bathroom_urinal_(composite_of_3),,
haib17CEM4890_HMCMJCCXY_SL335787,fairbanks,FAI,,,,,,,,jetway_1_seats_waiting_area,,
haib17CEM4890_HMCMJCCXY_SL335788,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335789,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335790,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335791,new_york_city,NYC,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335792,new_york_city,NYC,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335793,new_york_city,NYC,,,,,,,,railing,stainless steel,
haib17CEM4890_HMCMJCCXY_SL335794,new_york_city,NYC,,,,,,,,railing,stainless steel,
haib17CEM4890_HMCMJCCXY_SL335795,new_york_city,NYC,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335796,fairbanks,FAI,,,,,,,,jetway_1_seats_waiting_area,,
haib17CEM4890_HMCMJCCXY_SL335797,fairbanks,FAI,,,,,,,,women's_bathroom_(handicapped_stall)_seat,,
haib17CEM4890_HMCMJCCXY_SL335798,fairbanks,FAI,,,,,,,,jetway_2_floor_(right_after_above_area),,
haib17CEM4890_HMCMJCCXY_SL335799,fairbanks,FAI,,,,,,,,jetway_1_seats_waiting_area,,
haib17CEM4890_HMCMJCCXY_SL335800,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335801,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335802,denver,DEN,,,,,,,,,,
haib17CEM4890_HMCMJCCXY_SL335803,new_york_city,NYC,,,,,,,,kiosk,stainless steel,
haib17CEM4890_HMCMJCCXY_SL335804,new_york_city,NYC,,,,,,,,,,
