,,FID,sample_number,,photo,place_type,building_setting,surface_material,surface_type,line,subway_station_autofill,car_or_station,subway_station_surface,subway_car_surface,car_location,occupancy,taxi,airport,park_surface,bus_surface,light_type,traffic,number_of_air_vents,place_name,notes,audio,longitude,latitude,time,city
Javier Quilez Oliete,Torassa,44,CDS16-BCN-150,21.06.2016,mdc_photo_mdc_a6bcca_1466511872013_1466512006220.jpg,sub_line,urban,Metal,Turnstil,,Torrassa,subway_station,,,,,,,,,,,,,L9,,2.11709E+12,4.13677E+13,,Barcelona
Javier Quilez Oliete,Torassa,45,CDS16-BCN-151,21.06.2016,mdc_photo_mdc_ea2d8a_1466512120991_1466512204113.jpg,sub_line,urban,Air,Air,,Torrassa,subway_station,,,,,,,,,electric_light,,,,L9. Air sample for reference,,2.11709E+12,4.13677E+13,,Barcelona
Javier Quilez Oliete,Torassa,54,CDS16-BCN-152,21.06.2016,mdc_photo_image%3A48328_1466513063698.jpg,sub_line,urban,Metal,Turnstil,,Torrassa,subway_car,,Pole,last,,,,,,electric_light,100,,,,,2.11603E+12,4.13663E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,50,Cds16-bcn-169,21.06.2016,mdc_photo_mdc_cabe96_1466512774027_1466512817592.jpg,sub_line,urban,Air,Air,,Sagrada familia,subway_station,,,,,,,,,,,,,Control. Air,,2.17327E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,51,CDS16-BCN-170,21.06.2016,mdc_photo_mdc_abacc0_1466512908894_1466512916004.jpg,sub_line,urban,Glass,Kiosk,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17328E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,52,CDS16-BCN-171,21.06.2016,mdc_photo_mdc_b8f730_1466512987782_1466513000121.jpg,sub_line,urban,Metal,Kiosk,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17324E+12,4.14035E+13,,Barcelona
,Sagrada familia,55,CSD16-BCN172,21.06.2016,mdc_photo_mdc_cb5be0_1466513069017_1466513071196.jpg,sub_line,urban,Glass,Kiosk,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17327E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,56,CDS16-BCN-173,21.06.2016,mdc_photo_mdc_a96a70_1466513144628_1466513149370.jpg,sub_line,urban,Metal,Kiosk,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17324E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,57,CDS16-BCN-174,21.06.2016,mdc_photo_mdc_909190_1466513229846_1466513234521.jpg,sub_line,urban,Metal,Turnstile,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17324E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,58,CDS16-BCN-175,21.06.2016,mdc_photo_mdc_49cc70_1466513284131_1466513286068.jpg,sub_line,urban,Metal,Turnstile,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17323E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,60,CDS16-BCN-176,21.06.2016,mdc_photo_mdc_a39750_1466513446395_1466513458528.jpg,sub_line,urban,Metal,Turnstile,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17331E+12,4.14036E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,61,CDS16-BCN-177,21.06.2016,mdc_photo_mdc_b194b0_1466513520755_1466513523307.jpg,sub_line,urban,Metal,Handrail,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17329E+12,4.14036E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,62,CDS16-BCN-178,21.06.2016,mdc_photo_mdc_3699c0_1466513597609_1466513601955.jpg,sub_line,urban,Rubber,Escalator,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17324E+12,4.14035E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,64,CDS16-BCN-179,21.06.2016,mdc_photo_mdc_46708a_1466513707994_1466513709997.jpg,sub_line,urban,Stone,Seats,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.17319E+12,4.14039E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,65,CDS16-BCN-180,21.06.2016,mdc_photo_mdc_4bca1a_1466513779143_1466513782010.jpg,sub_line,urban,Stone,Seats,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.1732E+12,4.14039E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,66,CDS16-BCN-181,21.06.2016,mdc_photo_mdc_315d60_1466513853736_1466513856670.jpg,sub_line,urban,Air,Air,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.1732E+12,4.14039E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,67,CDS16-BCN-182,21.06.2016,mdc_photo_mdc_c0a6a0_1466513943719_1466514081561.jpg,sub_line,urban,Air,Air,,Sagrada familia,subway_station,,,,,,,,,,,,,,,2.1732E+12,4.14039E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,76,CDS16-BCN-183,21.06.2016,mdc_photo_mdc_76b4da_1466515133378_1466515141878.jpg,sub_line,urban,Metal,Door handle,,Sagrada familia,subway_car,,,,,,,,,,,,,,,2.17005E+12,4.13969E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,77,CDS16-BCN-184,21.06.2016,mdc_photo_mdc_bd9d0a_1466515174135_1466515178792.jpg,sub_line,urban,Metal,Seats handrail,,Sagrada familia,subway_car,,,,,,,,,,,,,,,2.17005E+12,4.13969E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,71,CDS16-BCN-185,21.06.2016,mdc_photo_mdc_4dbc70_1466514983177_1466514985513.jpg,sub_line,urban,Metal,Seats handrail,,Sagrada familia,subway_car,,,,,,,,,,,,,,,2.17323E+12,4.14038E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,72,CDS16-BCN-186,21.06.2016,mdc_photo_mdc_c73784_1466515021581_1466515023585.jpg,sub_line,urban,Metal,Seats handrail,,Sagrada familia,subway_car,,,,,,,,,,,,,,,2.17005E+12,4.13969E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,73,CDS16-BCN-187,21.06.2016,mdc_photo_mdc_536340_1466515049203_1466515051400.jpg,sub_line,urban,Plastic,Poll,,Sagrada familia,subway_car,,,,,,,,,,,,,,,2.17005E+12,4.13969E+13,,Barcelona
Jae-Seong Yang,Sagrada familia,75,CDS16-BCN-188,21.06.2016,mdc_photo_mdc_9298aa_1466515075834_1466515079304.jpg,sub_line,urban,Metal,Poll,,Sagrada familia,subway_car,,,,,,,,,,,,,,,2.17005E+12,4.13969E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,14,CDS16-BCN-190,21.06.2016,mdc_photo_mdc_7376d0_1466508408773_1466508478106.jpg,sub_line,urban,Glass,Kiosk,,Arc de Triomf,subway_station,,,,,,,,,,,,,kiosk,,2.18201E+12,4.13931E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,17,CDS16-BCN-191,21.06.2016,mdc_photo_mdc_8904c4_1466509503074_1466509542979.jpg,sub_line,urban,Rubber,Escalator,,Arc de Triomf,subway_station,,,,,,,,,,,,,escalator handrail,,2.18189E+12,4.1393E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,,CDS16-BCN-192,21.06.2016,no pic ,sub_line,urban,Metal,Handrail,,Arc de Triomf,subway_station,,,,,,,,,,,,,handrail,,2.18201E+12,4.13931E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,,CDS16-BCN-193,21.06.2016,no pic ,sub_line,urban,Air,Air,,Arc de Triomf,subway_station,,,,,,,,,,,,,inside the station,,2.18189E+12,4.1393E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,,CDS16-BCN-194,21.06.2016,no pic ,sub_line,urban,Metal,Poll,,Arc de Triomf,subway_station,,,,,,,,,,,,,pole,,2.18201E+12,4.13931E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,,CDS16-BCN-195,21.06.2016,no pic ,sub_line,urban,plastic,Seats,,Arc de Triomf,subway_car,,,,,,,,,,,,,seat,,2.18189E+12,4.1393E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,,CDS16-BCN-197,21.06.2016,no pic ,sub_line,urban,Metal,Turnstile,,Arc de Triomf,subway_station,,,,,,,,,,,,,,,2.18177E+12,4.13929E+13,,Barcelona
Mauricio Moldes Quaresma,Arc de Triomf,,CDS16-BCN-198,21.06.2016,no pic ,sub_line,urban,Air,Air,,Arc de Triomf,subway_car,,,,,,,,,,,,,,,2.18165E+12,4.13928E+13,,Barcelona
