city,barcode,setting,ground_level,traffic,latitude,longitude,material,sample_place,,
hong_kong,235040213,urban,under_ground,,22.339815,114.201519,plastic,ticket_machine,,
hong_kong,235040800,urban,above_ground_mixed,,22.339895,114.201562,metal,handrail,,
hong_kong,235040176,urban,under_ground,,22.339974,114.201819,metal,handrail,,
hong_kong,235057278,urban,above_ground_closed,,22.323381,114.213922,plastic,ticket_machine,,
hong_kong,235060772,urban,above_ground_closed,,22.323341,114.21405,metal,handrail,,
hong_kong,235039935,urban,above_ground_mixed,,22.32342,114.213964,metal,handrail,,
hong_kong,235040594,urban,above_ground_closed,,22.315361,114.219028,plastic,ticket_machine,,
hong_kong,235040237,urban,above_ground_open,,22.315163,114.219286,metal,handrail,,
hong_kong,235039442,urban,above_ground_open,,22.315361,114.2192,metal,handrail,,
hong_kong,235057216,urban,above_ground_closed,,22.312026,114.226324,plastic,ticket_machine,,
hong_kong,235062768,urban,above_ground_mixed,,22.312066,114.226195,metal,handrail,,
hong_kong,235041659,urban,above_ground_mixed,,22.312225,114.225938,metal,handrail,,
hong_kong,235040218,urban,above_ground_closed,,22.306309,114.232847,plastic,ticket_machine,,
hong_kong,235057274,urban,above_ground_mixed,,22.306508,114.233148,metal,handrail,,
hong_kong,235040726,urban,above_ground_mixed,,22.306547,114.23319,metal,handrail,,
hong_kong,235040822,urban,above_ground_closed,,22.297653,114.23701,plastic,ticket_machine,,
hong_kong,235041668,urban,above_ground_open,,22.297574,114.236667,metal,handrail,,
hong_kong,235040568,urban,above_ground_open,,22.297931,114.23701,metal,handrail,,
hong_kong,235040530,urban,above_ground_closed,,22.303927,114.252288,plastic,ticket_machine,,
hong_kong,235039853,urban,above_ground_open,,22.304284,114.252331,metal,handrail,,
hong_kong,235039879,urban,above_ground_open,,22.304046,114.252202,metal,handrail,,
hong_kong,235040152,urban,above_ground_closed,,22.32215,114.257867,plastic,ticket_machine,,
hong_kong,235039034,urban,above_ground_open,,22.32211,114.25791,metal,handrail,,
hong_kong,235063430,urban,above_ground_open,,22.322309,114.257652,metal,handrail,,
hong_kong,235040556,urban,above_ground_closed,,22.315401,114.264261,plastic,ticket_machine,,
hong_kong,235060271,urban,above_ground_open,,22.315639,114.26439,metal,handrail,,
hong_kong,235057260,urban,above_ground_open,,22.31548,114.264562,metal,handrail,,
hong_kong,235059187,urban,above_ground_closed,,22.307143,114.25997,plastic,ticket_machine,,
hong_kong,235038298,urban,above_ground_open,,22.307381,114.25997,metal,handrail,,
hong_kong,235040243,urban,above_ground_open,,22.307461,114.25997,metal,handrail,,
hong_kong,235039924,urban,under_ground,,22.295112,114.26851,plastic,ticket_machine,,
hong_kong,235040802,urban,above_ground_open,,22.295072,114.268124,metal,handrail,,
hong_kong,235039808,urban,above_ground_open,,22.294278,114.269497,metal,handrail,,
hong_kong,235039289,urban,under_ground,,22.290585,114.198987,plastic,ticket_machine,,
hong_kong,235057225,urban,under_ground,,22.290665,114.199116,metal,handrail,,
hong_kong,235039452,urban,under_ground,,22.290744,114.19933,metal,handrail,,
hong_kong,235039372,urban,above_ground_mixed,,22.288362,114.210231,plastic,ticket_machine,,
hong_kong,235057513,urban,above_ground_open,,22.288163,114.210231,metal,handrail,,
hong_kong,235059214,urban,above_ground_mixed,,22.288362,114.210059,metal,handrail,,
hong_kong,235041729,urban,above_ground_closed,,22.302974,114.182207,plastic,ticket_machine,,
hong_kong,235039950,urban,above_ground_mixed,,22.303014,114.182164,metal,handrail,,
hong_kong,235040803,urban,above_ground_mixed,,22.302855,114.182121,metal,handrail,,
hong_kong,235039919,urban,under_ground,,22.304245,114.166886,plastic,ticket_machine,,
hong_kong,235042093,urban,above_ground_mixed,,22.304284,114.166886,metal,handrail,,
hong_kong,235041181,urban,above_ground_mixed,,22.304006,114.166715,metal,handrail,,
hong_kong,235039491,urban,under_ground,,22.368194,114.109981,plastic,ticket_machine,,
hong_kong,235041184,urban,under_ground,,22.368194,114.109981,metal,handrail,,
hong_kong,235040101,urban,above_ground_mixed,,22.368353,114.110281,metal,handrail,,
hong_kong,235040739,rural,above_ground_closed,,22.435089,114.063675,plastic,ticket_machine,,
hong_kong,235040044,rural,above_ground_open,,22.434692,114.063847,metal,handrail,,
hong_kong,235039904,rural,above_ground_open,,22.434732,114.063675,metal,handrail,,
hong_kong,235039026,urban,above_ground_closed,,22.445997,114.035007,plastic,ticket_machine,,
hong_kong,235040109,urban,above_ground_mixed,,22.446116,114.035394,metal,handrail,,
hong_kong,235040283,urban,above_ground_open,,22.445997,114.035093,metal,handrail,,
hong_kong,235039417,urban,above_ground_closed,,22.447663,114.025523,plastic,ticket_machine,,
hong_kong,235040824,urban,above_ground_mixed,,22.447504,114.025781,metal,handrail,,
hong_kong,235039264,urban,above_ground_closed,,22.447623,114.02548,metal,handrail,,
hong_kong,235041463,suburban,above_ground_closed,,22.447722,114.004377,plastic,ticket_machine,,
hong_kong,235040030,suburban,above_ground_mixed,,22.447504,114.004237,metal,handrail,,
hong_kong,235040137,suburban,above_ground_mixed,,22.447544,114.004151,metal,handrail,,
hong_kong,235040502,suburban,above_ground_closed,,22.411921,113.978359,plastic,ticket_machine,,
hong_kong,235039987,suburban,above_ground_mixed,,22.411802,113.978531,metal,handrail,,
hong_kong,235038810,suburban,above_ground_open,,22.411723,113.978402,metal,handrail,,
hong_kong,235038365,urban,above_ground_closed,,22.394622,113.972952,plastic,ticket_machine,,
hong_kong,235038808,urban,above_ground_closed,,22.394702,113.972737,metal,handrail,,
hong_kong,235040606,urban,above_ground_closed,,22.394821,113.973038,metal,handrail,,
hong_kong,235062592,urban,above_ground_closed,,22.373472,114.117963,plastic,ticket_machine,,
hong_kong,235039534,urban,above_ground_mixed,,22.373313,114.117834,metal,handrail,,
hong_kong,235040603,urban,above_ground_mixed,,22.373353,114.117834,metal,handrail,,
hong_kong,235037758,urban,under_ground,,22.370615,114.125044,plastic,ticket_machine,,
hong_kong,235037782,urban,under_ground,,22.370377,114.12513,metal,handrail,,
hong_kong,235037742,urban,above_ground_open,,22.370297,114.125301,metal,handrail,,
hong_kong,235038515,urban,above_ground_closed,,22.362836,114.131309,plastic,ticket_machine,,
hong_kong,235037795,urban,above_ground_open,,22.362955,114.131438,metal,handrail,,
hong_kong,235059962,urban,above_ground_open,,22.363074,114.131395,metal,handrail,,
hong_kong,235038560,urban,above_ground_closed,,22.356724,114.127919,plastic,ticket_machine,,
hong_kong,235059931,urban,above_ground_mixed,,22.356764,114.127919,metal,handrail,,
hong_kong,235040570,urban,above_ground_closed,,22.33783,114.139335,plastic,ticket_machine,,
hong_kong,235040609,urban,above_ground_open,,22.337791,114.139206,metal,handrail,,
hong_kong,235039831,urban,above_ground_open,,22.33783,114.13912,metal,handrail,,
hong_kong,235038936,urban,under_ground,,22.33005,114.160664,metal,handrail,,
hong_kong,235038872,urban,above_ground_open,,22.330249,114.160535,metal,handrail,,
hong_kong,235038375,urban,above_ground_closed,,22.275654,114.16861,metal,other,,
hong_kong,235042094,rural,above_ground_open,,22.226323,114.10865,other,bollard,,
hong_kong,235039701,rural,above_ground_open,,22.284232,114.038012,metal,handrail,,
hong_kong,235039499,rural,above_ground_open,,22.284232,114.037969,metal,handrail,,
hong_kong,235040227,rural,above_ground_open,,22.284153,114.03814,metal,handrail,,
hong_kong,235039261,rural,above_ground_open,,22.284192,114.038019,metal,handrail,,
hong_kong,235040265,rural,above_ground_open,,22.284219,114.038019,metal,handrail,,
hong_kong,235040751,rural,above_ground_open,,22.284325,114.038019,other,pole,,
hong_kong,235039296,rural,above_ground_open,,22.284245,114.038148,other,pole,,
hong_kong,235039477,rural,above_ground_open,,22.284351,114.037976,other,pole,,
hong_kong,235039641,rural,above_ground_open,,22.284325,114.038148,other,pole,,
hong_kong,235039651,rural,above_ground_open,,22.284219,114.03789,other,pole,,
hong_kong,235040709,rural,above_ground_open,,22.284311,114.038233,other,floor,,
hong_kong,235039727,rural,above_ground_open,,22.284325,114.038062,other,floor,,
hong_kong,235040279,rural,above_ground_open,,22.284258,114.038148,other,floor,,
hong_kong,235039700,rural,above_ground_open,,22.284258,114.038019,other,floor,,
hong_kong,235039315,rural,above_ground_open,,22.284258,114.038019,other,floor,,
hong_kong,235040246,rural,above_ground_open,,22.284364,114.038148,other,bollard,,
hong_kong,235039297,rural,above_ground_open,,22.284206,114.038062,other,bollard,,
hong_kong,235039003,rural,above_ground_open,,22.284245,114.037976,other,bollard,,
hong_kong,235039702,rural,above_ground_open,,22.284431,114.038148,other,bollard,,
hong_kong,235039255,rural,above_ground_open,,22.284364,114.038148,other,bollard,,
hong_kong,235041469,urban,above_ground_open,,22.318392,114.194531,metal,handrail,,
hong_kong,235040686,urban,above_ground_open,,22.318312,114.194317,metal,handrail,,
hong_kong,235039231,urban,above_ground_open,,22.318379,114.194445,metal,handrail,,
hong_kong,235040658,urban,above_ground_open,,22.318471,114.194402,metal,handrail,,
hong_kong,235041173,urban,above_ground_open,,22.318312,114.194102,metal,handrail,,
hong_kong,235060248,urban,above_ground_open,,22.318259,114.194402,other,pole,,
hong_kong,235040133,urban,above_ground_open,,22.318312,114.194317,other,pole,,
hong_kong,235038343,urban,above_ground_open,,22.318365,114.194274,other,pole,,
hong_kong,235042106,urban,above_ground_open,,22.318312,114.194317,other,pole,,
hong_kong,235041623,urban,above_ground_open,,22.318484,114.194445,other,pole,,
hong_kong,235042090,urban,above_ground_open,,22.318379,114.194402,other,floor,,
hong_kong,235041185,urban,above_ground_open,,22.318432,114.194445,other,floor,,
hong_kong,235041522,urban,above_ground_open,,22.318418,114.194317,other,floor,,
hong_kong,235038812,urban,above_ground_open,,22.318405,114.194445,other,floor,,
hong_kong,235040659,urban,above_ground_open,,22.318326,114.194445,other,floor,,
hong_kong,235041643,urban,above_ground_open,,22.318365,114.194574,other,bollard,,
hong_kong,235060195,urban,above_ground_open,,22.318432,114.194402,other,bollard,,
hong_kong,235041255,urban,above_ground_open,,22.318405,114.194317,other,bollard,,
hong_kong,235060189,urban,above_ground_open,,22.318379,114.194402,other,bollard,,
hong_kong,235060063,urban,above_ground_closed,,22.275734,114.168868,skin,palm_right,,
hong_kong,235039169,urban,above_ground_closed,,22.275495,114.168782,skin,palm_left,,
hong_kong,235038309,urban,above_ground_open,,22.275429,114.168782,other,other,,
hong_kong,235041470,urban,above_ground_closed,,22.275535,114.168868,metal,other,,
hong_kong,235060188,urban,above_ground_closed,,22.275535,114.168997,skin,palm_right,,
hong_kong,235039207,urban,above_ground_closed,,22.275469,114.168868,skin,palm_left,,
hong_kong,235038803,urban,above_ground_closed,,22.275535,114.168868,other,other,,
hong_kong,235038355,urban,above_ground_closed,,22.275734,114.169082,metal,other,,
hong_kong,235040678,urban,above_ground_open,,22.318326,114.194402,other,bollard,,
hong_kong,235039722,urban,above_ground_open,,22.289447,114.219765,metal,handrail,,
hong_kong,235039309,urban,above_ground_open,,22.289394,114.219622,metal,handrail,,
hong_kong,235039341,urban,above_ground_open,,22.289394,114.219451,metal,handrail,,
hong_kong,235039693,urban,above_ground_open,,22.289434,114.219279,metal,handrail,,
hong_kong,235039675,urban,above_ground_open,,22.289196,114.219622,metal,handrail,,
hong_kong,235039696,urban,above_ground_open,,22.289275,114.219494,metal,pole,,
hong_kong,235039714,urban,above_ground_open,,22.289196,114.219365,metal,pole,,
hong_kong,235039724,urban,above_ground_open,,22.289156,114.219751,metal,pole,,
hong_kong,235039682,urban,above_ground_open,,22.289394,114.219579,metal,pole,,
hong_kong,235039362,urban,above_ground_open,,22.289235,114.219708,metal,pole,,
hong_kong,235060218,urban,above_ground_open,,22.289196,114.219622,other,floor,,
hong_kong,235042095,urban,above_ground_open,,22.289315,114.219622,other,floor,,
hong_kong,235040646,urban,above_ground_open,,22.289315,114.219665,other,floor,,
hong_kong,235060177,urban,above_ground_open,,22.289355,114.219536,other,floor,,
hong_kong,235059997,urban,above_ground_open,,22.289275,114.219322,other,floor,,
hong_kong,235038323,urban,above_ground_open,,22.289355,114.219579,metal,bollard,,
hong_kong,235038369,urban,above_ground_open,,22.289235,114.219451,metal,bollard,,
hong_kong,235040616,urban,above_ground_open,,22.289434,114.219451,metal,bollard,,
hong_kong,235038344,urban,above_ground_open,,22.289235,114.219794,metal,bollard,,
hong_kong,235060196,urban,above_ground_open,,22.289196,114.219279,metal,bollard,,
hong_kong,235040263,rural,above_ground_open,,22.252487,113.860807,metal,handrail,,
hong_kong,235040697,rural,above_ground_open,,22.252341,113.86075,metal,handrail,,
hong_kong,235039256,rural,above_ground_open,,22.252341,113.860707,metal,handrail,,
hong_kong,235039713,rural,above_ground_open,,22.252447,113.860664,metal,handrail,,
hong_kong,235039645,rural,above_ground_open,,22.252407,113.86075,metal,handrail,,
hong_kong,235040707,rural,above_ground_open,,22.252328,113.860664,other,pole,,
hong_kong,235040267,rural,above_ground_open,,22.252209,113.860664,other,pole,,
hong_kong,235039723,rural,above_ground_open,,22.252248,113.860492,other,pole,,
hong_kong,235039475,rural,above_ground_open,,22.252447,113.860492,other,pole,,
hong_kong,235039703,rural,above_ground_open,,22.252368,113.86075,other,pole,,
hong_kong,235040280,rural,above_ground_open,,22.252222,113.860621,other,floor,,
hong_kong,235039695,rural,above_ground_open,,22.25246,113.860836,other,floor,,
hong_kong,235040268,rural,above_ground_open,,22.252341,113.860492,other,floor,,
hong_kong,235040247,rural,above_ground_open,,22.252315,113.860407,other,floor,,
hong_kong,235039455,rural,above_ground_open,,22.252315,113.860535,other,floor,,
hong_kong,235040750,rural,above_ground_open,,22.252262,113.860664,other,bollard,,
hong_kong,235040750,rural,above_ground_open,,22.252262,113.860664,other,bollard,,
hong_kong,235040281,rural,above_ground_open,,22.252235,113.860879,other,bollard,,
hong_kong,235040750,rural,above_ground_open,,22.252262,113.860664,other,bollard,,
hong_kong,235040281,rural,above_ground_open,,22.252235,113.860879,other,bollard,,
hong_kong,235039271,rural,above_ground_open,,22.252288,113.860492,other,bollard,,
hong_kong,235040750,rural,above_ground_open,,22.252262,113.860664,other,bollard,,
hong_kong,235040281,rural,above_ground_open,,22.252235,113.860879,other,bollard,,
hong_kong,235039271,rural,above_ground_open,,22.252288,113.860492,other,bollard,,
hong_kong,235040303,rural,above_ground_open,,22.252222,113.860664,other,bollard,,
hong_kong,235039644,rural,above_ground_open,,22.252354,113.860664,other,bollard,,
hong_kong,235062860,urban,above_ground_open,,22.431188,114.237418,metal,handrail,,
hong_kong,235059936,urban,above_ground_open,,22.431201,114.23759,metal,handrail,,
hong_kong,235062669,urban,above_ground_open,,22.43099,114.237632,metal,handrail,,
hong_kong,235038534,urban,above_ground_open,,22.430977,114.23759,metal,handrail,,
hong_kong,235059910,urban,above_ground_open,,22.431148,114.237461,metal,handrail,,
hong_kong,235062840,urban,above_ground_open,,22.430858,114.237761,other,pole,,
hong_kong,235059129,urban,above_ground_open,,22.430924,114.237718,other,pole,,
hong_kong,235060788,urban,above_ground_open,,22.430963,114.237547,other,pole,,
hong_kong,235059199,urban,above_ground_open,,22.430831,114.237547,other,pole,,
hong_kong,235060811,urban,above_ground_open,,22.430977,114.23759,other,pole,,
hong_kong,235040507,urban,above_ground_open,,22.430924,114.237632,other,floor,,
hong_kong,235060781,urban,above_ground_open,,22.430871,114.237547,other,floor,,
hong_kong,235037807,urban,above_ground_open,,22.431096,114.237418,other,floor,,
hong_kong,235062799,urban,above_ground_open,,22.430977,114.23759,other,floor,,
hong_kong,235039367,urban,above_ground_open,,22.431373,114.237504,other,floor,,
hong_kong,235060719,urban,above_ground_open,,22.431029,114.237289,other,bollard,,
hong_kong,235059141,urban,above_ground_open,,22.430884,114.237461,other,bollard,,
hong_kong,235060802,urban,above_ground_open,,22.430858,114.237375,other,bollard,,
hong_kong,235060708,urban,above_ground_open,,22.431029,114.237547,other,bollard,,
hong_kong,235039359,urban,above_ground_open,,22.43091,114.237461,other,bollard,,
hong_kong,235041616,urban,above_ground_closed,,22.275628,114.169068,metal,other,,
hong_kong,235060219,urban,above_ground_closed,,22.275495,114.168939,other,other,,
hong_kong,235040799,urban,above_ground_closed,,22.278977,114.166193,metal,handrail,,
hong_kong,235038833,urban,above_ground_closed,,22.275562,114.168939,skin,palm_left,,
hong_kong,235038296,urban,above_ground_closed,,22.275535,114.168768,skin,palm_right,,
hong_kong,235060222,urban,above_ground_closed,,22.275482,114.168853,metal,other,,
hong_kong,235038315,urban,above_ground_closed,,22.275601,114.168939,other,other,,
hong_kong,235038333,urban,above_ground_closed,,22.275734,114.168768,skin,palm_left,,
hong_kong,235038835,urban,above_ground_closed,,22.275601,114.168853,skin,palm_right,,
hong_kong,235040648,urban,above_ground_open,,22.275813,114.168896,metal,handrail,,
hong_kong,235040412,urban,above_ground_open,,22.275734,114.168725,metal,handrail,,
hong_kong,235038491,rural,above_ground_open,,22.38125,114.274654,metal,handrail,,
hong_kong,235060834,rural,above_ground_open,,22.38166,114.274697,metal,handrail,,
hong_kong,235060769,rural,above_ground_open,,22.381395,114.274482,metal,handrail,,
hong_kong,235059210,rural,above_ground_open,,22.381435,114.27444,metal,handrail,,
hong_kong,235062581,rural,above_ground_open,,22.381753,114.274954,metal,handrail,,
hong_kong,235059164,rural,above_ground_open,,22.381223,114.27444,other,pole,,
hong_kong,235060713,rural,above_ground_open,,22.381607,114.274783,other,pole,,
hong_kong,235062780,rural,above_ground_open,,22.381819,114.274783,other,pole,,
hong_kong,235059919,rural,above_ground_open,,22.381858,114.27444,other,pole,,
hong_kong,235062772,rural,above_ground_open,,22.381938,114.274869,other,pole,,
hong_kong,235059959,rural,above_ground_open,,22.381779,114.274826,other,floor,,
hong_kong,235060796,rural,above_ground_open,,22.381713,114.275126,other,floor,,
hong_kong,235062601,rural,above_ground_open,,22.381832,114.274482,other,floor,,
hong_kong,235060773,rural,above_ground_open,,22.381991,114.274997,other,floor,,
hong_kong,235059924,rural,above_ground_open,,22.382083,114.274525,other,floor,,
hong_kong,235059147,rural,above_ground_open,,22.381501,114.274697,other,bollard,,
hong_kong,235059190,rural,above_ground_open,,22.381832,114.27444,other,bollard,,
hong_kong,235059925,rural,above_ground_open,,22.381938,114.274482,other,bollard,,
hong_kong,235038535,rural,above_ground_open,,22.382189,114.274654,other,bollard,,
hong_kong,235059912,rural,above_ground_open,,22.381462,114.274139,other,bollard,,
hong_kong,235039194,urban,above_ground_closed,,22.275535,114.168911,metal,other,,
hong_kong,235039165,urban,above_ground_closed,,22.275601,114.169082,other,other,,
hong_kong,235038783,urban,above_ground_open,,22.275707,114.168739,metal,handrail,,
hong_kong,235060039,urban,under_ground,,22.278672,114.166422,metal,handrail,,
hong_kong,235060201,urban,above_ground_closed,,22.275628,114.168911,skin,palm_left,,
hong_kong,235038348,urban,above_ground_closed,,22.275707,114.168782,skin,palm_right,,
hong_kong,235060779,urban,above_ground_open,,22.370959,113.97386,metal,handrail,,
hong_kong,235038687,urban,above_ground_open,,22.371448,113.966007,metal,handrail,,
hong_kong,235038556,urban,above_ground_open,,22.371183,113.966093,metal,handrail,,
hong_kong,235060843,urban,above_ground_open,,22.371263,113.965921,metal,handrail,,
hong_kong,235060766,urban,above_ground_open,,22.371395,113.965792,metal,handrail,,
hong_kong,235059192,urban,above_ground_open,,22.371183,113.965835,other,pole,,
hong_kong,235062831,urban,above_ground_open,,22.371183,113.965921,other,pole,,
hong_kong,235038901,urban,above_ground_open,,22.371448,113.965964,other,pole,,
hong_kong,235060815,urban,above_ground_open,,22.371408,113.965792,other,pole,,
hong_kong,235059890,urban,above_ground_open,,22.371607,113.966007,other,pole,,
hong_kong,235060784,urban,above_ground_open,,22.371395,113.966136,other,floor,,
hong_kong,235062661,urban,above_ground_open,,22.37162,113.965921,other,floor,,
hong_kong,235038551,urban,above_ground_open,,22.371064,113.966007,other,floor,,
hong_kong,235038957,urban,above_ground_open,,22.371461,113.965835,other,floor,,
hong_kong,235039880,urban,above_ground_open,,22.371408,113.966007,other,floor,,
hong_kong,235059163,urban,above_ground_open,,22.371223,113.965792,other,bollard,,
hong_kong,235059975,urban,above_ground_open,,22.371236,113.965749,other,bollard,,
hong_kong,235062649,urban,above_ground_open,,22.371223,113.965792,other,bollard,,
hong_kong,235062779,urban,above_ground_open,,22.371144,113.965835,other,bollard,,
hong_kong,235059189,urban,above_ground_open,,22.371091,113.965835,other,bollard,,
hong_kong,235059189,urban,above_ground_open,,22.371871,113.96615,other,bollard,,
hong_kong,235042100,urban,above_ground_closed,,22.275469,114.168925,metal,other,,
hong_kong,235039228,urban,above_ground_closed,,22.275787,114.169225,other,other,,
hong_kong,235060031,urban,above_ground_open,,22.275734,114.168839,metal,handrail,,
hong_kong,235039205,urban,under_ground,,22.278937,114.165621,metal,handrail,,
hong_kong,235060185,urban,above_ground_closed,,22.275522,114.168882,skin,palm_left,,
hong_kong,235060009,urban,above_ground_closed,,22.275747,114.16914,skin,palm_right,,
hong_kong,235038928,rural,above_ground_open,,22.467943,114.232869,metal,handrail,,
hong_kong,235059935,rural,above_ground_open,,22.468009,114.232783,metal,handrail,,
hong_kong,235059968,rural,above_ground_open,,22.468075,114.232783,metal,handrail,,
hong_kong,235062652,rural,above_ground_open,,22.467929,114.232826,metal,handrail,,
hong_kong,235059135,rural,above_ground_open,,22.46781,114.232998,metal,handrail,,
hong_kong,235059908,rural,above_ground_open,,22.467956,114.232783,other,pole,,
hong_kong,235059958,rural,above_ground_open,,22.467969,114.233169,other,pole,,
hong_kong,235060819,rural,above_ground_open,,22.467863,114.232826,other,pole,,
hong_kong,235060761,rural,above_ground_open,,22.468035,114.233041,other,pole,,
hong_kong,235059940,rural,above_ground_open,,22.468035,114.233169,other,pole,,
hong_kong,235059969,rural,above_ground_open,,22.468061,114.233041,other,floor,,
hong_kong,235062802,rural,above_ground_open,,22.468128,114.232869,other,floor,,
hong_kong,235062862,rural,above_ground_open,,22.46781,114.232869,other,floor,,
hong_kong,235059138,rural,above_ground_open,,22.467956,114.232998,other,floor,,
hong_kong,235060770,rural,above_ground_open,,22.468114,114.233126,other,floor,,
hong_kong,235060797,rural,above_ground_open,,22.468114,114.232826,other,bollard,,
hong_kong,235059125,rural,above_ground_open,,22.46822,114.232998,other,bollard,,
hong_kong,235038960,rural,above_ground_open,,22.467956,114.23347,other,bollard,,
hong_kong,235059949,rural,above_ground_open,,22.467956,114.233212,other,bollard,,
hong_kong,235038334,urban,above_ground_closed,,22.275628,114.168925,metal,other,,
hong_kong,235038341,urban,above_ground_closed,,22.275654,114.168925,other,other,,
hong_kong,235038777,urban,above_ground_open,,22.275654,114.169054,metal,handrail,,
hong_kong,235041480,urban,under_ground,,22.278725,114.166522,metal,handrail,,
hong_kong,235038356,urban,above_ground_closed,,22.275601,114.168839,skin,palm_left,,
hong_kong,235042054,urban,above_ground_closed,,22.275535,114.169097,skin,palm_right,,
hong_kong,235039221,urban,above_ground_closed,,22.275681,114.168968,metal,other,,
hong_kong,235042086,urban,above_ground_closed,,22.275601,114.169011,other,other,,
hong_kong,235059984,urban,above_ground_open,,22.27584,114.169097,metal,handrail,,
hong_kong,235059984,urban,under_ground,,22.278355,114.166307,metal,handrail,,
hong_kong,235042125,urban,above_ground_closed,,22.275681,114.169097,skin,palm_left,,
hong_kong,235038902,urban,above_ground_closed,,22.370456,114.185017,metal,other,,
hong_kong,235062596,urban,above_ground_mixed,,22.395376,114.200081,metal,handrail,,
hong_kong,235039160,urban,above_ground_open,,22.275535,114.169082,metal,handrail,,
hong_kong,235041572,urban,above_ground_open,,22.275694,114.168954,metal,handrail,,
hong_kong,235038316,urban,above_ground_open,,22.275654,114.169254,metal,handrail,,
hong_kong,235038294,urban,above_ground_open,,22.275932,114.168782,metal,handrail,,
hong_kong,235038384,urban,above_ground_open,,22.275681,114.168997,metal,handrail,,
hong_kong,235038361,urban,above_ground_open,,22.27584,114.168911,metal,handrail,,
hong_kong,235038838,urban,above_ground_open,,22.275694,114.168868,metal,handrail,,
hong_kong,235042098,urban,above_ground_open,,22.27576,114.169082,metal,handrail,,
hong_kong,235038370,urban,above_ground_open,,22.275694,114.168911,metal,handrail,,
hong_kong,235038832,urban,above_ground_open,,22.2758,114.168954,metal,handrail,,
hong_kong,235039178,urban,under_ground,,22.278222,114.16595,metal,handrail,,
hong_kong,235042119,urban,under_ground,,22.278355,114.16595,metal,handrail,,
hong_kong,235042117,urban,under_ground,,22.278064,114.166164,metal,handrail,,
hong_kong,235042056,urban,under_ground,,22.278355,114.166336,metal,handrail,,
hong_kong,235038386,urban,under_ground,,22.2785,114.166465,metal,handrail,,
hong_kong,235039249,urban,under_ground,,22.278712,114.166422,metal,handrail,,
hong_kong,235042042,urban,under_ground,,22.278712,114.166422,metal,handrail,,
hong_kong,235041087,urban,under_ground,,22.27862,114.166593,metal,handrail,,
hong_kong,235060038,urban,under_ground,,22.278871,114.166293,metal,handrail,,
hong_kong,235042053,urban,under_ground,,22.27854,114.166078,metal,handrail,,
hong_kong,235038326,urban,above_ground_closed,,22.275535,114.168997,other,other,,
hong_kong,235060049,urban,above_ground_closed,,22.275535,114.169082,metal,other,,
hong_kong,235042115,urban,above_ground_closed,,22.275694,114.168954,skin,palm_right,,
hong_kong,235038362,urban,above_ground_closed,,22.275615,114.168825,skin,palm_left,,
hong_kong,235062813,urban,above_ground_closed,,22.275694,114.168954,other,other,,
hong_kong,235041487,urban,above_ground_closed,,22.275668,114.168954,metal,other,,
hong_kong,235060005,urban,above_ground_closed,,22.275694,114.168997,skin,palm_right,,
hong_kong,235060020,urban,above_ground_closed,,22.275535,114.168782,skin,palm_left,,
hong_kong,235038830,urban,above_ground_closed,,22.275575,114.168997,other,other,,
hong_kong,235059994,urban,above_ground_closed,,22.275694,114.169039,metal,other,,
hong_kong,235041462,urban,above_ground_closed,,22.275456,114.169469,skin,palm_right,,
hong_kong,235038867,urban,above_ground_closed,,22.275535,114.168997,skin,palm_left,,
hong_kong,235042045,urban,above_ground_closed,,22.275535,114.169211,other,other,,
hong_kong,235039181,urban,above_ground_closed,,22.275615,114.168954,metal,other,,
hong_kong,235038807,urban,above_ground_closed,,22.275575,114.168954,skin,palm_right,,
hong_kong,235038845,urban,above_ground_closed,,22.275654,114.168997,skin,palm_left,,
hong_kong,235038367,urban,above_ground_closed,,22.275575,114.168997,skin,palm_left,,
hong_kong,235042121,urban,above_ground_closed,,22.275416,114.168954,other,other,,
hong_kong,235041614,urban,above_ground_closed,,22.275694,114.168997,metal,other,,
hong_kong,235041483,urban,above_ground_closed,,22.275654,114.168997,skin,palm_right,,
hong_kong,235041642,urban,above_ground_closed,,22.275734,114.168997,skin,palm_left,,
hong_kong,235039170,urban,above_ground_closed,,22.275694,114.168825,other,other,,
hong_kong,235041344,urban,above_ground_closed,,22.275535,114.168868,metal,other,,
hong_kong,235042049,urban,above_ground_closed,,22.275575,114.169211,skin,palm_right,,
hong_kong,235039214,urban,above_ground_closed,,22.275654,114.168997,skin,palm_left,,
hong_kong,235038806,urban,above_ground_closed,,22.275654,114.168868,other,other,,
hong_kong,235038374,urban,above_ground_closed,,22.275495,114.168997,metal,other,,
hong_kong,235060002,urban,above_ground_closed,,22.275575,114.169082,skin,palm_right,,
hong_kong,235042064,urban,above_ground_closed,,22.275628,114.169039,skin,palm_left,,
hong_kong,235038781,urban,above_ground_closed,,22.275654,114.168696,other,other,,
hong_kong,235038328,urban,above_ground_closed,,22.275734,114.168997,skin,palm_right,,
hong_kong,235040555,urban,under_ground,,22.278381,114.165692,metal,handrail,,
hong_kong,235038983,urban,above_ground_open,,22.275813,114.168825,metal,handrail,,
hong_kong,235039486,urban,above_ground_closed,,22.275654,114.168825,metal,other,,
hong_kong,235040048,urban,above_ground_closed,,22.275535,114.168868,other,other,,
hong_kong,235040535,urban,above_ground_closed,,22.275535,114.169039,skin,palm_left,,
