sample_id,CSD_ID_Corrected,barcode,Yield,Date Collected,Username,Country,State,CityCode,City,Location_Type,location,line,Average_Ridership (2016),Latitude,Longitude,Object Swabbed,surface_material,Temperature ℃,Duplicate,UUID,,
A51,CSD16-LIS-A51,N/A,N/A,06/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Santa Apolónia ,N/A,N/A,N/A,N/A,Elevator,Metal and Glass,N/A,,,,
Acontrol,CSD16-LIS-Acontrol,N/A,N/A,06/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Amadora Este ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,
B01,CSD16-LIS-B01,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Aeroporto → Encarnação,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
B02,CSD16-LIS-B02,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Aeroporto,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
B03,CSD16-LIS-B03,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Aeroporto,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
B04,CSD16-LIS-B04,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Encarnação → Moscavide,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
B05,CSD16-LIS-B05,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Encarnação,N/A,N/A,N/A,N/A,Handrail,Metal,N/A,,,,
B06,CSD16-LIS-B06,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Encarnação,N/A,N/A,N/A,N/A,Escalator,Rubber,N/A,,,,
B07,CSD16-LIS-B07,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Moscavide → Oriente ,N/A,N/A,N/A,N/A,Window,Glass,N/A,,,,
B08,CSD16-LIS-B08,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Moscavide,N/A,N/A,N/A,N/A,Ticket Kiosk ,Metal and plastic,N/A,,,,
B09,CSD16-LIS-B09,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Moscavide,N/A,N/A,N/A,N/A,Bench,Wood,N/A,,,,
B10,CSD16-LIS-B10,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Oriente → Cabo Ruivo,N/A,N/A,N/A,N/A,Horizontal Support Post,Metal,N/A,,,,
B11,CSD16-LIS-B11,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Oriente,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
B12,CSD16-LIS-B12,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Oriente,N/A,N/A,N/A,N/A,Info Placard,Acrylic,N/A,,,,
B13,CSD16-LIS-B13,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Cabo Ruivo → Olivais ,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
B14,CSD16-LIS-B14,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Cabo Ruivo,N/A,N/A,N/A,N/A,Garbage can,Metal,N/A,,,,
B15,CSD16-LIS-B15,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Cabo Ruivo,N/A,N/A,N/A,N/A,Info button,Metal and plastic,N/A,,,,
B16,CSD16-LIS-B16,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Olivais → Chelas ,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
B17,CSD16-LIS-B17,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Olivais,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
B18,CSD16-LIS-B18,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Olivais,N/A,N/A,N/A,N/A,Elevator ,Metal and glass,N/A,,,,
B19,CSD16-LIS-B19,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Chelas → Bela Vista ,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
B20,CSD16-LIS-B20,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Chelas,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
B21,CSD16-LIS-B21,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Chelas,N/A,N/A,N/A,N/A,Handrail,Metal,N/A,,,,
B22,CSD16-LIS-B22,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Bela Vista → Olaias ,N/A,N/A,N/A,N/A,Window,Glass,N/A,,,,
B23,CSD16-LIS-B23,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Bela Vista,N/A,N/A,N/A,N/A,Escalator,Rubber ,N/A,,,,
B24,CSD16-LIS-B24,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Bela Vista,N/A,N/A,N/A,N/A,Ticket Kiosk ,Metal and plastic,N/A,,,,
B25,CSD16-LIS-B25,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Olaias → Alameda ,N/A,N/A,N/A,N/A,Horizontal Support Post,Metal,N/A,,,,
B26,CSD16-LIS-B26,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Olaias,N/A,N/A,N/A,N/A,Bench,Wood ,N/A,,,,
B27,CSD16-LIS-B27,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Olaias,N/A,N/A,N/A,N/A,Info Placard,Acrylic,N/A,,,,
B28,CSD16-LIS-B28,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Alameda  → Saldanha ,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
B29,CSD16-LIS-B29,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Saldanha → São Sebastião,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
B30,CSD16-LIS-B30,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Alameda → São Sebastião,N/A,N/A,N/A,N/A,Air conditioner,Metal,N/A,,,,
Bcontrol,CSD16-LIS-Bcontrol,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Aeroporto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,
C01,CSD16-LIS-C01,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Telheiras  → Campo Grande ,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
C02,CSD16-LIS-C02,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Telheiras ,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
C03,CSD16-LIS-C03,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Telheiras ,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
C04,CSD16-LIS-C04,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Campo Grande → Alvalade,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
C05,CSD16-LIS-C05,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Alvalade → Roma,N/A,N/A,N/A,N/A,Window,Glass,N/A,,,,
C06,CSD16-LIS-C06,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Alvalade,N/A,N/A,N/A,N/A,Handrail,Metal ,N/A,,,,
C07,CSD16-LIS-C07,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Alvalade,N/A,N/A,N/A,N/A,Ticket Kiosk ,Metal and plastic,N/A,,,,
C08,CSD16-LIS-C08,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Roma → Areeiro,N/A,N/A,N/A,N/A,Horizontal Support Post,Metal,N/A,,,,
C09,CSD16-LIS-C09,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Roma,N/A,N/A,N/A,N/A,Bench ,Wood ,N/A,,,,
C10,CSD16-LIS-C10,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Roma,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
C11,CSD16-LIS-C11,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Areeiro → Alameda ,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
C12,CSD16-LIS-C12,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Areeiro,N/A,N/A,N/A,N/A,Info Placard,Acrylic,N/A,,,,
C13,CSD16-LIS-C13,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Areeiro,N/A,N/A,N/A,N/A,Garbage can,Metal,N/A,,,,
C14,CSD16-LIS-C14,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Alameda → Arroios,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
C15,CSD16-LIS-C15,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Alameda,N/A,N/A,N/A,N/A,Info button,Metal and plastic,N/A,,,,
C16,CSD16-LIS-C16,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Alameda,N/A,N/A,N/A,N/A,Vending Machine ,Acrylic and Plastic ,N/A,,,,
C17,CSD16-LIS-C17,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Arroios → Anjos,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
C18,CSD16-LIS-C18,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Arroios,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
C19,CSD16-LIS-C19,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Arroios,N/A,N/A,N/A,N/A,Handrail,Metal,N/A,,,,
C20,CSD16-LIS-C20,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Anjos → Intendente,N/A,N/A,N/A,N/A,Window,Glass,N/A,,,,
C21,CSD16-LIS-C21,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Anjos,N/A,N/A,N/A,N/A,Escalator,Rubber ,N/A,,,,
C22,CSD16-LIS-C22,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Anjos,N/A,N/A,N/A,N/A,Ticket Kiosk ,Metal and plastic,N/A,,,,
C23,CSD16-LIS-C23,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Intendente → Martim Moniz,N/A,N/A,N/A,N/A,Horizontal Support Post,Metal,N/A,,,,
C24,CSD16-LIS-C24,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Intendente,N/A,N/A,N/A,N/A,Bench,Wood ,N/A,,,,
C25,CSD16-LIS-C25,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Intendente,N/A,N/A,N/A,N/A,Info Placard,Acrylic,N/A,,,,
C26,CSD16-LIS-C26,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Martim Moniz → Rossio,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
C27,CSD16-LIS-C27,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Martim Moniz,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
C28,CSD16-LIS-C28,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Martim Moniz,N/A,N/A,N/A,N/A,Garbage can,Metal,N/A,,,,
C29,CSD16-LIS-C29,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Rossio → Baixa-Chiado,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
C30,CSD16-LIS-C30,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Rossio,N/A,N/A,N/A,N/A,Info button,Metal and plastic,N/A,,,,
C31,CSD16-LIS-C31,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Rossio,N/A,N/A,N/A,N/A,Vending Machine ,Acrylic and Plastic ,N/A,,,,
C32,CSD16-LIS-C32,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Baixa-Chiado → Cais do Sodré,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
C33,CSD16-LIS-C33,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Telheiras → Alvalade ,N/A,N/A,N/A,N/A,Air conditioner,Metal,N/A,,,,
C34,CSD16-LIS-C34,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Cais do Sodré,N/A,N/A,N/A,N/A,Elevator,Metal and Glass,N/A,,,,
C35,CSD16-LIS-C35,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Cais do Sodré,N/A,N/A,N/A,N/A,Escalator,Rubber ,N/A,,,,
Ccontrol,CSD16-LIS-Ccontrol,N/A,N/A,08/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Telheiras,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,
D01,CSD16-LIS-D01,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Odivelas → Senhor Roubado,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
D02,CSD16-LIS-D02,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Odivelas,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
D03,CSD16-LIS-D03,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Odivelas,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
D04,CSD16-LIS-D04,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Senhor Roubado → Ameixoeira,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
D05,CSD16-LIS-D05,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Senhor Roubado,N/A,N/A,N/A,N/A,Handrail,Metal,N/A,,,,
D06,CSD16-LIS-D06,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Senhor Roubado,N/A,N/A,N/A,N/A,Escalator,Rubber,N/A,,,,
D07,CSD16-LIS-D07,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Ameixoeira → Lumiar,N/A,N/A,N/A,N/A,Window,Glass,N/A,,,,
D08,CSD16-LIS-D08,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Ameixoeira,N/A,N/A,N/A,N/A,Ticket Kiosk ,Metal and plastic,N/A,,,,
D09,CSD16-LIS-D09,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Ameixoeira,N/A,N/A,N/A,N/A,Bench,Wood,N/A,,,,
D10,CSD16-LIS-D10,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Lumiar → Quinta das Conchas,N/A,N/A,N/A,N/A,Horizontal Support Post,Metal,N/A,,,,
D11,CSD16-LIS-D11,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Lumiar,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
D12,CSD16-LIS-D12,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Lumiar,N/A,N/A,N/A,N/A,Info Placard,Acrylic,N/A,,,,
D13,CSD16-LIS-D13,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Quinta das Conchas → Campo Grande,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
D14,CSD16-LIS-D14,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Quinta das Conchas,N/A,N/A,N/A,N/A,Garbage can,Metal,N/A,,,,
D15,CSD16-LIS-D15,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Quinta das Conchas,N/A,N/A,N/A,N/A,Info button,Metal and plastic,N/A,,,,
D16,CSD16-LIS-D16,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Campo Grande → Cidade Universitária,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
D17,CSD16-LIS-D17,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Campo Grande,N/A,N/A,N/A,N/A,Vending Machine ,Acrylic and plastic ,N/A,,,,
D18,CSD16-LIS-D18,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Campo Grande,N/A,N/A,N/A,N/A,Payphone ,Metal and plastic,N/A,,,,
D19,CSD16-LIS-D19,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Cidade Universitária → Entre Campos,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
D20,CSD16-LIS-D20,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Cidade Universitária,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
D21,CSD16-LIS-D21,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Cidade Universitária,N/A,N/A,N/A,N/A,Handrail,Limestone ,N/A,,,,
D22,CSD16-LIS-D22,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Entre Campos → Campo Pequeno,N/A,N/A,N/A,N/A,Window,Glass,N/A,,,,
D23,CSD16-LIS-D23,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Entre Campos,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
D24,CSD16-LIS-D24,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Entre Campos,N/A,N/A,N/A,N/A,Ticket Kiosk ,Metal and plastic,N/A,,,,
D25,CSD16-LIS-D25,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Campo Pequeno → Saldnha,N/A,N/A,N/A,N/A,Horizontal Support Post,Metal,N/A,,,,
D26,CSD16-LIS-D26,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Campo Pequeno,N/A,N/A,N/A,N/A,Bench,Wood ,N/A,,,,
D27,CSD16-LIS-D27,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Campo Pequeno,N/A,N/A,N/A,N/A,Info Placard,Acrylic,N/A,,,,
D28,CSD16-LIS-D28,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Saldanha → Picoas,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
D29,CSD16-LIS-D29,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Saldanha,N/A,N/A,N/A,N/A,Garbage can,Metal,N/A,,,,
D30,CSD16-LIS-D30,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Saldanha,N/A,N/A,N/A,N/A,Info button,Metal and Plastic,N/A,,,,
D31,CSD16-LIS-D31,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Picoas → Marquês de Pombal,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
D32,CSD16-LIS-D32,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Picoas,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
D33,CSD16-LIS-D33,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Picoas,N/A,N/A,N/A,N/A,Handrail,Metal,N/A,,,,
D34,CSD16-LIS-D34,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Marquês de Pombal → Rato,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
D35,CSD16-LIS-D35,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Rato,N/A,N/A,N/A,N/A,Elevator,Metal and Glass,N/A,,,,
D36,CSD16-LIS-D36,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Rato,N/A,N/A,N/A,N/A,Escalator ,Rubber ,N/A,,,,
D37,CSD16-LIS-D37,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Odivelas → Senhor Roubado,N/A,N/A,N/A,N/A,Air conditioner,Metal,N/A,,,,
D38,CSD16-LIS-D38,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Saldanha,N/A,N/A,N/A,N/A,Bathroom ,Diverse ,N/A,,,,
D39,CSD16-LIS-D39,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Saldanha,N/A,N/A,N/A,N/A,Air conditioner (Attending Box),Metal,N/A,,,,
Dcontrol,CSD16-LIS-Dcontrol,N/A,N/A,07/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Underground Metro Station,Odivelas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,CSD16-,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
