CSD16-FAI-0145	environmental_microbiome
CSD16-FAI-0147	environmental_microbiome
CSD16-FAI-0149	environmental_microbiome
CSD16-FAI-0151	environmental_microbiome
CSD16-FAI-0154	environmental_microbiome
CSD16-FAI-0157	environmental_microbiome
CSD16-FAI-0172	environmental_microbiome
CSD16-FAI-0173	environmental_microbiome
CSD16-FAI-0705B	environmental_microbiome
CSD16-FAI-0708A	environmental_microbiome
CSD16-NYC-0902	environmental_microbiome
CSD16-NYC-0906	environmental_microbiome
CSD16-NYC-0907	environmental_microbiome
CSD16-NYC-0912	environmental_microbiome
CSD16-NYC-0913	environmental_microbiome
CSD16-NYC-0914	environmental_microbiome
CSD16-NYC-0920	environmental_microbiome
CSD16-NYC-0923	environmental_microbiome
CSD16-NYC-0924	environmental_microbiome
CSD16-NYC-0926	environmental_microbiome
CSD16-NYC-0929	environmental_microbiome
CSD16-NYC-0931	environmental_microbiome
CSD16-NYC-0934	environmental_microbiome
CSD16-NYC-0935	environmental_microbiome
CSD16-NYC-0936	environmental_microbiome
CSD16-NYC-0939	environmental_microbiome
CSD16-NYC-0948	environmental_microbiome
CSD16-NYC-1010	environmental_microbiome
CSD16-NYC-1011	environmental_microbiome
CSD16-NYC-1017	environmental_microbiome
CSD16-NYC-1018	environmental_microbiome
CSD16-NYC-1029	environmental_microbiome
CSD16-NYC-1034	environmental_microbiome
CSD16-NYC-1039	environmental_microbiome
CSD16-NYC-1056	environmental_microbiome
CSD16-NYC-1063	environmental_microbiome
CSD16-OFA-050	environmental_microbiome
CSD16-OFA-051	environmental_microbiome
CSD16-OFA-052	environmental_microbiome
CSD16-OFA-053	environmental_microbiome
CSD16-OFA-054	environmental_microbiome
CSD16-OFA-055	environmental_microbiome
CSD16-OFA-056	environmental_microbiome
CSD16-OFA-057	environmental_microbiome
CSD16-OFA-058	environmental_microbiome
CSD16-OFA-059	environmental_microbiome
CSD16-OFA-060	environmental_microbiome
CSD16-OFA-061	environmental_microbiome
CSD16-OFA-062	environmental_microbiome
CSD16-OFA-063	environmental_microbiome
CSD16-OFA-064	environmental_microbiome
CSD16-OFA-065	environmental_microbiome
CSD16-OFA-066	environmental_microbiome
CSD16-OFA-067	environmental_microbiome
CSD16-OFA-068	environmental_microbiome
CSD16-OFA-069	environmental_microbiome
CSD16-OFA-070	environmental_microbiome
CSD16-OFA-071	environmental_microbiome
CSD16-OFA-072	environmental_microbiome
CSD16-OFA-073	environmental_microbiome
CSD16-OFA-074	environmental_microbiome
CSD16-OFA-075	environmental_microbiome
OLY-CAV-1-D-102016	environmental_microbiome
OLY-CTR-1-D-080816	environmental_microbiome
OLY-CTR-1-D-102016	environmental_microbiome
OLY-CTR-2-D-080816	environmental_microbiome
OLY-CTR-2-D-102016	environmental_microbiome
OLY-CTR-3-D-080816	environmental_microbiome
OLY-CTR-3-D-102016	environmental_microbiome
OLY-DCT-1-D-080816	environmental_microbiome
OLY-DCT-2-D-080816	environmental_microbiome
OLY-DCT-2-D-102016	environmental_microbiome
OLY-DCT-3-D-080816	environmental_microbiome
OLY-GOS-1-D-080816	environmental_microbiome
OLY-GOS-1-D-102016	environmental_microbiome
OLY-GOS-2-D-080816	environmental_microbiome
OLY-GOS-2-D-102016	environmental_microbiome
OLY-GOS-3-D-080816	environmental_microbiome
OLY-GOS-3-D-102016	environmental_microbiome
OLY-MRC-1-D-080816	environmental_microbiome
OLY-MRC-1-D-102016	environmental_microbiome
OLY-MRC-2-D-080816	environmental_microbiome
OLY-MRC-2-D-102016	environmental_microbiome
OLY-MRC-3-D-080816	environmental_microbiome
OLY-MRC-3-D-102016	environmental_microbiome
OLY-SPN-1-D-080816	environmental_microbiome
OLY-SPN-1-D-102016	environmental_microbiome
OLY-SPN-2-D-080816	environmental_microbiome
OLY-SPN-2-D-102016	environmental_microbiome
OLY-SPN-3-D-080816	environmental_microbiome
OLY-SPN-3-D-102016	environmental_microbiome
OLY-VCV-1-D-080816	environmental_microbiome
OLY-VCV-1-D-102016	environmental_microbiome
OLY-VCV-2-D-080816	environmental_microbiome
OLY-VCV-2-D-102016	environmental_microbiome
OLY-VCV-3-D-102016	environmental_microbiome
Porto_A17	environmental_microbiome
Porto_A18	environmental_microbiome
Porto_A19	environmental_microbiome
Porto_A21	environmental_microbiome
Porto_A22	environmental_microbiome
Porto_A23	environmental_microbiome
Porto_A24	environmental_microbiome
Porto_A25	environmental_microbiome
Porto_A26	environmental_microbiome
Porto_A27	environmental_microbiome
Porto_A28	environmental_microbiome
Porto_ANCont	environmental_microbiome
Porto_B01	environmental_microbiome
Porto_B02	environmental_microbiome
Porto_B03	environmental_microbiome
Porto_B04	environmental_microbiome
Porto_B05	environmental_microbiome
Porto_B06	environmental_microbiome
Porto_B07	environmental_microbiome
Porto_B08	environmental_microbiome
Porto_B09	environmental_microbiome
Porto_B10	environmental_microbiome
Porto_B11	environmental_microbiome
Porto_B12	environmental_microbiome
Porto_B13	environmental_microbiome
Porto_B14	environmental_microbiome
Porto_B15	environmental_microbiome
Porto_B16	environmental_microbiome
Porto_B17	environmental_microbiome
Porto_B18	environmental_microbiome
Porto_B19	environmental_microbiome
Porto_B20	environmental_microbiome
Porto_B21	environmental_microbiome
Porto_B22	environmental_microbiome
Porto_B23	environmental_microbiome
Porto_B24	environmental_microbiome
Porto_B25	environmental_microbiome
Porto_B26	environmental_microbiome
Porto_B27	environmental_microbiome
Porto_B28	environmental_microbiome
Porto_B29	environmental_microbiome
Porto_B30	environmental_microbiome
Porto_B31	environmental_microbiome
Porto_B32	environmental_microbiome
Porto_B33	environmental_microbiome
Porto_B34	environmental_microbiome
Porto_B36	environmental_microbiome
Porto_B37	environmental_microbiome
Porto_B38	environmental_microbiome
Porto_B39	environmental_microbiome
Porto_B40	environmental_microbiome
Porto_B41	environmental_microbiome
Porto_B42	environmental_microbiome
Porto_B43	environmental_microbiome
Porto_B44	environmental_microbiome
Porto_B45	environmental_microbiome
Porto_B46	environmental_microbiome
Porto_B47	environmental_microbiome
Porto_B48	environmental_microbiome
Porto_B50	environmental_microbiome
Porto_B51	environmental_microbiome
Porto_B52	environmental_microbiome
Porto_BNCont	environmental_microbiome
Porto_C01	environmental_microbiome
Porto_C02	environmental_microbiome
Porto_C03	environmental_microbiome
Porto_C04	environmental_microbiome
Porto_C05	environmental_microbiome
Porto_C07	environmental_microbiome
Porto_C08	environmental_microbiome
Porto_C09	environmental_microbiome
Porto_C10	environmental_microbiome
Porto_C11	environmental_microbiome
Porto_C12	environmental_microbiome
Porto_C13	environmental_microbiome
Porto_C14	environmental_microbiome
Porto_C15	environmental_microbiome
Porto_C16	environmental_microbiome
Porto_C17	environmental_microbiome
Porto_C18	environmental_microbiome
Porto_C19	environmental_microbiome
Porto_C20	environmental_microbiome
Porto_C21	environmental_microbiome
Porto_C22	environmental_microbiome
Porto_C23	environmental_microbiome
Porto_C24	environmental_microbiome
