HA-Project-ID,HA-ID,Sample-ID,City-ID,project,status,,,,city,setting,ground_level,traffic,latitude,longitude,material,sample_place,,Yield,Date_Collected,City,Subway/Bus/Station,Description,Line(Station Only),Average_Ridership (2016),Latitude,Longitude,Object_Swabbed,Surface_Material
haib17CEM4890,4890-CEM-1795,CSD16-NYC-0465,new_york_city,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1796,CSD16-NYC-0512,new_york_city,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.043210796,42543.65,New York City,subway_station,59th St-Columbus Circle,1,0,-73.98527759,40.77038608,turnstile,Plastic
haib17CEM4890,4890-CEM-1797,CSD16-FAI-0015,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.041720769,42541,Fairbanks,Bus,Bus #710,Red/Brown,0,64.8190424æ,-147.7765314,yellow tape,plastic
haib17CEM4890,4890-CEM-1798,CSD16-FAI-0037,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.043210796,42541,Fairbanks,Bus,Bus #75,Gold,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1799,CSD16-FAI-0052,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.043210796,42541,Fairbanks,Bus,Bus #141,Blue,0,64.8190424æ,-147.7765314,yellow tape,plastic
haib17CEM4890,4890-CEM-1800,CSD16-FAI-0011,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.046616573,42541,Fairbanks,Bus,Bus #710,Red/Brown,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1801,OLY-DCT-1-D-110116,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1802,OLY-SUBL1-2-D-102616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1803,OLY-CTR-2-D-081516,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1804,OLY-SUBL2-2-D-081516,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1805,CSD16-SAO-047,sao_paulo,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1806,CSD16-SAO-057,sao_paulo,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.77715575,42542.64444,Sao Paulo,park,Agua Branca Park,0,0,-23.5296534,-46.66876333,Gym station,Metal
haib17CEM4890,4890-CEM-1807,CSD16-NYC-0479,new_york_city,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.054705294,42542.66667,New York City,subway_station,Rector St,1,0,-74.0140578,40.7074929,turnstile,Metal
haib17CEM4890,4890-CEM-1808,CSD16-FAI-0001,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.036399242,42541,Fairbanks,Bus,Bus #76,Purple/Brown,0,64.8190424æ,-147.7765314,handrail by entrance ,metal
haib17CEM4890,4890-CEM-1809,CSD16-FAI-0016,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.03597352,42541,Fairbanks,Bus,Bus #78,Orange,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1810,CSD16-FAI-0038,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.034696354,42541,Fairbanks,Bus,Bus #75,Gold,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1811,CSD16-FAI-0053,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.074714234,42541,Fairbanks,Bus,Bus #141,Blue,0,64.8190424æ,-147.7765314,swabbed bus on the outside,metalic?/metal? 
haib17CEM4890,4890-CEM-1812,CSD16-FAI-0012,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.038102131,42541,Fairbanks,Bus,Bus #710,Red/Brown,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1813,OLY-DCT-2-D-110116,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1814,OLY-SUBL2-1-D-102616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1815,OLY-CTR-3-D-081516,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1816,OLY-VCV-1-D-081516,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1817,CSD16-SAO-048,sao_paulo,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,5.362318841,42542.95208,Sao Paulo,0,0,0,0,-23.5723871,-46.65872969,Shoe soles,Rubber
haib17CEM4890,4890-CEM-1818,CSD16-SAO-058,sao_paulo,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.7794351,42542.70278,Sao Paulo,park,0,0,0,-23.54484916,-46.65926672,Park bench,Wood
haib17CEM4890,4890-CEM-1819,CSD16-NYC-0484,new_york_city,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.037236856,42542.77361,New York City,subway_station,South Ferry,1,0,-74.0120532,40.7024243,turnstile,Metal
haib17CEM4890,4890-CEM-1820,CSD16-FAI-0002,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.061356183,42541,Fairbanks,Bus,Bus #76,Purple/Brown,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1821,CSD16-FAI-0017,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.0486618,42541,Fairbanks,Bus,Bus #78,Orange,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1822,CSD16-FAI-0039,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.067068655,42541,Fairbanks,Bus,Bus #75,Gold,0,64.8190424æ,-147.7765314,Purrell Box,plastic
haib17CEM4890,4890-CEM-1823,CSD16-FAI-0061,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.148101132,42542,Fairbanks,Bus stop,Pioneer Park,NA,0,64.8377317,-147.772604,wooden bench,wood
haib17CEM4890,4890-CEM-1824,CSD16-FAI-0021,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.030466519,42541,Fairbanks,Bus,Bus #71,Blue,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1825,CSD16-FAI-0022,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.050757843,42541,Fairbanks,Bus,Bus #71,Blue,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1826,CSD16-FAI-0048,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.029373752,42541,Fairbanks,Bus,Bus #141,Blue,0,64.8190424æ,-147.7765314,seats,cloth
haib17CEM4890,4890-CEM-1827,CSD16-FAI-0641,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1828,CSD16-FAI-0726,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1829,CSD16-FAI-0746,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1830,CSD16-FAI-0030,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.078486664,42541,Fairbanks,Bus,Bus #72,Red,0,64.8190424æ,-147.7765314,seats,cloth
haib17CEM4890,4890-CEM-1831,CSD16-FAI-0054,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.033133592,42542,Fairbanks,Bus,Bus #T12,Grey,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1832,OLY-CRC-3-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1833,OLY-GOS-3-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1834,OLY-BTF-2-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1835,OLY-GOS-1-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1836,CSD16-FAI-0148,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1837,CSD16-FAI-0023,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.091176125,42541,Fairbanks,Bus,Bus #71,Blue,0,64.8190424æ,-147.7765314,yellow tape,plastic
haib17CEM4890,4890-CEM-1838,CSD16-FAI-0060,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.092586065,42542,Fairbanks,Bus stop,Noel Wien Library Northbound,NA,0,64.8390091,-147.73789,metal bench,metal
haib17CEM4890,4890-CEM-1839,CSD16-FAI-0642,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1840,CSD16-FAI-0727,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1841,CSD16-FAI-0747,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1842,CSD16-FAI-0031,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.074256844,42541,Fairbanks,Bus,Bus #142,Green,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1843,CSD16-FAI-0055,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.104100576,42542,Fairbanks,Bus,Bus #T12,Grey,0,64.8190424æ,-147.7765314,seats,cloth
haib17CEM4890,4890-CEM-1844,OLY-CTR-1-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1845,OLY-MRC-1-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1846,OLY-BTF-3-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1847,OLY-GOS-2-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1848,CSD16-FAI-0150,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1849,CSD16-FAI-0024,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.150863588,42541,Fairbanks,Bus,Bus #71,Blue,0,64.8190424æ,-147.7765314,back seats,cloth
haib17CEM4890,4890-CEM-1850,CSD16-FAI-0185,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1851,CSD16-FAI-0714,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1852,CSD16-FAI-0734,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1853,CSD16-FAI-0006,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.066972154,42541,Fairbanks,Bus,Bus #79,Yellow,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1854,CSD16-FAI-0032,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.030783692,42541,Fairbanks,Bus,Bus #142,Green,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1855,CSD16-FAI-0056,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.041358242,42542,Fairbanks,Bus,Bus #T12,Grey,0,64.8190424æ,-147.7765314,steering wheel (driver's),plastic
haib17CEM4890,4890-CEM-1856,OLY-CTR-2-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1857,OLY-MRC-2-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1858,OLY-CRC-1-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1859,OLY-GOS-3-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1860,CSD16-FAI-0160,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1861,CSD16-FAI-0033,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.068382094,42541,Fairbanks,Bus,Bus #142,Green,0,64.8190424æ,-147.7765314,seats,cloth
haib17CEM4890,4890-CEM-1862,CSD16-FAI-0627,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1863,CSD16-FAI-0715,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1864,CSD16-FAI-0735,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1865,CSD16-FAI-0007,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.029608742,42541,Fairbanks,Bus,Bus #79,Yellow,0,64.8190424æ,-147.7765314,door handle,metal
haib17CEM4890,4890-CEM-1866,CSD16-FAI-0042,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.073316884,42541,Fairbanks,Bus,Bus #73,Purple/Brown,0,64.8190424æ,-147.7765314,seats,cloth
haib17CEM4890,4890-CEM-1867,CSD16-FAI-0057,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.094465985,42542,Fairbanks,Bus stop,UAF Wood Center,NA,0,64.8574666,-147.8230981,wooden bench,wood
haib17CEM4890,4890-CEM-1868,OLY-DCT-1-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1869,OLY-MRC-3-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1870,OLY-CRC-2-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1871,OLY-MRC-1-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1872,CSD16-FAI-0164,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1873,CSD16-FAI-0034,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.069322054,42541,Fairbanks,Bus,Bus #142,Green,0,64.8190424æ,-147.7765314,yellow tape,plastic
haib17CEM4890,4890-CEM-1874,CSD16-FAI-0628,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1875,CSD16-FAI-0716,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1876,CSD16-FAI-0736,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1877,CSD16-FAI-0008,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.045353072,42541,Fairbanks,Bus,Bus #79,Yellow,0,64.8190424æ,-147.7765314,Purrell Box,plastic
haib17CEM4890,4890-CEM-1878,CSD16-FAI-0043,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.032898602,42541,Fairbanks,Bus,Bus #73,Purple/Brown,0,64.8190424æ,-147.7765314,coin drop,metal
haib17CEM4890,4890-CEM-1879,CSD16-FAI-0058,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.506873458,42542,Fairbanks,Bus stop,Danby St @Ann Wien Elementary School,NA,0,64.8582905,-147.74486,wooden pillars and stand,wood
haib17CEM4890,4890-CEM-1880,OLY-DCT-2-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1881,OLY-SPN-1-D-111816,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1882,OLY-CRC-3-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1883,OLY-MRC-2-D-091616,rio_de_janeiro,olympiome,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1884,CSD16-FAI-0166,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1885,CSD16-FAI-0035,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.033368582,42541,Fairbanks,Bus,Bus #142,Green,0,64.8190424æ,-147.7765314,Purrell Box,plastic
haib17CEM4890,4890-CEM-1886,CSD16-FAI-0629,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
haib17CEM4890,4890-CEM-1887,CSD16-FAI-0717,fairbanks,CSD16,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
