Sample ID,Analytes of interest,Sample Type,Storage reagent,Shipment date,Project, City Region/Station Names,latitude,longitude,Surface
OLY-BTF-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-CRC-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-CRC-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station eletronic kiosk
OLY-CRC-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-DCT-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-GOS-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-MRC-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
OLY-MRC-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station eletronic kiosk
OLY-MRC-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Seat
OLY-SPN-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Railing
OLY-SPN-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station eletronic kiosk
OLY-SPN-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Seat
OLY-CTR-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Railing
OLY-CTR-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station eletronic kiosk
OLY-CTR-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Seat
OLY-VCV-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Railing
OLY-VCV-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station eletronic kiosk
OLY-VCV-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Seat
OLY-CAV-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Railing
OLY-CAV-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station eletronic kiosk
OLY-CAV-3-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Seat
OLY-SUBL1-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98338732,-43.19646657,Car Ceiling Rail
OLY-SUBL1-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98344411,-43.19667578,Car Seat
OLY-SUBL2-1-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.92605059,-43.17676306,Car Ceiling Rail
OLY-SUBL2-2-R-112316,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.93053171,-43.17788959,Car Seat
OLY-BTF-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Railing
OLY-BTF-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station eletronic kiosk
OLY-BTF-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-CRC-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-CRC-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station eletronic kiosk
OLY-CRC-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-DCT-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-GOS-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-MRC-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
OLY-MRC-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station eletronic kiosk
OLY-MRC-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Seat
OLY-SPN-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Railing
OLY-SPN-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station eletronic kiosk
OLY-SPN-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Seat
OLY-CTR-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Railing
OLY-CTR-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station eletronic kiosk
OLY-CTR-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Seat
OLY-VCV-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Railing
OLY-VCV-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station eletronic kiosk
OLY-VCV-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Seat
OLY-CAV-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Railing
OLY-CAV-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station eletronic kiosk
OLY-CAV-3-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Seat
OLY-SUBL1-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98338732,-43.19646657,Car Ceiling Rail
OLY-SUBL1-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98344411,-43.19667578,Car Seat
OLY-SUBL2-1-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.92605059,-43.17676306,Car Ceiling Rail
OLY-SUBL2-2-R-081216,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.93053171,-43.17788959,Car Seat
OLY-BTF-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-GOS-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-CAV-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Railing
OLY-CAV-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station eletronic kiosk
OLY-CAV-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Seat
OLY-SUBL1-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98338732,-43.19646657,Car Ceiling Rail
OLY-SUBL1-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98344411,-43.19667578,Car Seat
OLY-SUBL2-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.92605059,-43.17676306,Car Ceiling Rail
OLY-SUBL2-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.93053171,-43.17788959,Car Seat
OLY-CRC-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station eletronic kiosk
OLY-CRC-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-MRC-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
OLY-CTR-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Railing
OLY-CTR-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Seat
OLY-SUBL2-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.93053171,-43.17788959,Car Seat
OLY-BTF-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Railing
OLY-BTF-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station eletronic kiosk
OLY-CRC-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-CRC-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station eletronic kiosk
OLY-CRC-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-DCT-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-MRC-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
OLY-MRC-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station eletronic kiosk
OLY-MRC-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Seat
OLY-SPN-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Railing
OLY-SPN-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station eletronic kiosk
OLY-SPN-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Seat
OLY-CTR-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Railing
OLY-CTR-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station eletronic kiosk
OLY-CTR-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Seat
OLY-VCV-1-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Railing
OLY-VCV-2-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station eletronic kiosk
OLY-VCV-3-R-081516,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Seat
OLY-MRC-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
OLY-VCV-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Railing
OLY-BTF-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Railing
OLY-BTF-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-CRC-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-CRC-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-DCT-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-GOS-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-MRC-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Seat
OLY-SPN-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station eletronic kiosk
OLY-SPN-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Seat
OLY-CTR-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station eletronic kiosk
OLY-CTR-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Seat
OLY-VCV-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station eletronic kiosk
OLY-VCV-3-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Seat
OLY-CAV-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Railing
OLY-CAV-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station eletronic kiosk
OLY-SUBL1-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98338732,-43.19646657,Car Ceiling Rail
OLY-SUBL2-1-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.92605059,-43.17676306,Car Ceiling Rail
OLY-SUBL2-2-R-081716,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.93053171,-43.17788959,Car Seat
OLY-BTF-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Railing
OLY-BTF-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station eletronic kiosk
OLY-BTF-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-CRC-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-DCT-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-GOS-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-MRC-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station eletronic kiosk
OLY-MRC-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Seat
OLY-SPN-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Railing
OLY-SPN-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station eletronic kiosk
OLY-SPN-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Seat
OLY-CTR-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station eletronic kiosk
OLY-VCV-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Railing
OLY-VCV-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station eletronic kiosk
OLY-VCV-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Seat
OLY-CAV-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Railing
OLY-CAV-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station eletronic kiosk
OLY-CAV-3-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Seat
OLY-SUBL1-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98338732,-43.19646657,Car Ceiling Rail
OLY-SUBL1-2-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98344411,-43.19667578,Car Seat
OLY-SUBL2-1-R-081916,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.92605059,-43.17676306,Car Ceiling Rail
OLY-BTF-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Railing
OLY-BTF-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station eletronic kiosk
OLY-BTF-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-CRC-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-CRC-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station eletronic kiosk
OLY-CRC-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-DCT-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-GOS-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-MRC-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
OLY-MRC-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station eletronic kiosk
OLY-MRC-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Seat
OLY-SPN-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Railing
OLY-SPN-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station eletronic kiosk
OLY-SPN-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Saens Peña Station,-22.92405632,-43.23247709,Station Seat
OLY-CTR-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Railing
OLY-CTR-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station eletronic kiosk
OLY-CTR-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Central Station,-22.90501773,-43.19094441,Station Seat
OLY-VCV-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Railing
OLY-VCV-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station eletronic kiosk
OLY-VCV-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Vicente de Carvalho Station,-22.85404892,-43.31313551,Station Seat
OLY-CAV-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Railing
OLY-CAV-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station eletronic kiosk
OLY-CAV-3-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Cardeal Arcoverde Station,-22.96461767,-43.18093237,Station Seat
OLY-SUBL1-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98338732,-43.19646657,Car Ceiling Rail
OLY-SUBL1-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 1,-22.98344411,-43.19667578,Car Seat
OLY-SUBL2-1-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.92605059,-43.17676306,Car Ceiling Rail
OLY-SUBL2-2-R-090616,RNA  ,swab,RNAlater,Apr-18,Olympiome,Subway line 2,-22.93053171,-43.17788959,Car Seat
OLY-BTF-1-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Railing
OLY-BTF-2-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station eletronic kiosk
OLY-BTF-3-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Botafogo Station,-22.95015811,-43.18422176,Station Seat
OLY-CRC-1-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Railing
OLY-CRC-2-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station eletronic kiosk
OLY-CRC-3-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Carioca Station,-22.90762782,-43.17796615,Station Seat
OLY-DCT-1-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Railing
OLY-DCT-2-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station eletronic kiosk
OLY-DCT-3-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Nova América Del Castilho Station,-22.87919891,-43.27205217,Station Seat
OLY-GOS-1-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Railing
OLY-GOS-2-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station eletronic kiosk
OLY-GOS-3-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,General Osório Station,-22.98477935,-43.19790062,Station Seat
OLY-MRC-1-R-092816,RNA  ,swab,RNAlater,Apr-18,Olympiome,Maracanã Station,-22.90970426,-43.23390238,Station Railing
